churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
C-1f5828,A-2edab2,21-12-2023,unknown,168.73,FALSE,FALSE,FALSE,switched to competitor
C-8203f3,A-3be56b,20-06-2024,pricing,0.,FALSE,FALSE,FALSE,switched to competitor
C-f518d9,A-6e08f3,10-02-2024,competitor,0.,FALSE,FALSE,TRUE,
C-974322,A-712533,18-07-2024,unknown,0.,TRUE,FALSE,FALSE,missing features
C-6b610a,A-df10db,12-07-2024,competitor,0.,FALSE,FALSE,FALSE,missing features
C-61ced5,A-acb7f7,21-03-2024,competitor,0.,TRUE,FALSE,FALSE,missing features
C-bb8317,A-533452,19-11-2024,features,0.,FALSE,FALSE,FALSE,
C-576ecc,A-993085,21-01-2024,features,0.,FALSE,FALSE,FALSE,
C-2608a3,A-bf7919,17-12-2024,features,0.,FALSE,TRUE,FALSE,too expensive
C-30462f,A-bb1486,21-11-2024,budget,0.,FALSE,FALSE,FALSE,switched to competitor
C-bc6f48,A-eafc6e,31-07-2023,pricing,0.,FALSE,FALSE,FALSE,
C-8052a7,A-faa28c,20-08-2024,features,0.,FALSE,FALSE,FALSE,
C-3b399f,A-7dacce,08-12-2024,features,0.,TRUE,FALSE,FALSE,
C-a761a8,A-50bb9f,12-09-2024,unknown,0.,FALSE,TRUE,TRUE,too expensive
C-192e1d,A-716841,13-11-2024,unknown,0.,FALSE,FALSE,FALSE,too expensive
C-494a16,A-5a184f,11-09-2024,support,0.,FALSE,FALSE,FALSE,switched to competitor
C-3db212,A-e40f45,09-11-2024,budget,101.23,FALSE,FALSE,FALSE,missing features
C-47cdaa,A-9affe6,12-01-2024,features,83.06,FALSE,FALSE,FALSE,missing features
C-ac853d,A-0354fe,26-11-2024,support,0.,FALSE,TRUE,FALSE,switched to competitor
C-a24d30,A-f1f639,07-04-2024,budget,0.,FALSE,FALSE,FALSE,
C-23a031,A-5247b3,16-10-2024,pricing,0.,FALSE,FALSE,FALSE,
C-178070,A-337bc1,21-10-2023,support,0.,FALSE,FALSE,FALSE,too expensive
C-70de89,A-039727,22-12-2024,pricing,46.49,FALSE,FALSE,FALSE,switched to competitor
C-49de12,A-5c9849,13-11-2024,unknown,0.,FALSE,TRUE,FALSE,too expensive
C-97ab4b,A-82d8a6,29-12-2024,features,0.,FALSE,FALSE,FALSE,switched to competitor
C-23df1e,A-18793f,30-12-2024,support,25.41,TRUE,FALSE,FALSE,
C-1b0bb3,A-81edc3,21-09-2024,pricing,10.91,FALSE,FALSE,FALSE,too expensive
C-48c0c8,A-53f4e3,06-12-2024,competitor,0.,FALSE,TRUE,TRUE,too expensive
C-eaa652,A-1619f8,03-06-2024,competitor,0.,TRUE,FALSE,FALSE,missing features
C-75e17f,A-ed510f,05-05-2023,budget,0.,FALSE,FALSE,FALSE,too expensive
C-3dbe46,A-76fa4d,26-11-2024,unknown,1.55,FALSE,FALSE,FALSE,too expensive
C-4d517f,A-13466a,18-11-2023,support,0.,FALSE,FALSE,FALSE,switched to competitor
C-50dbff,A-31ab9a,09-08-2024,budget,0.,FALSE,FALSE,FALSE,switched to competitor
C-2d03fc,A-e43bf7,24-06-2023,pricing,0.,FALSE,FALSE,FALSE,missing features
C-8bf15d,A-20736a,19-03-2024,competitor,64.98,FALSE,FALSE,FALSE,too expensive
C-c6998d,A-956988,08-12-2024,budget,0.,TRUE,FALSE,FALSE,missing features
C-f8d15f,A-c9bb3e,03-10-2024,unknown,0.,FALSE,FALSE,FALSE,
C-8eba65,A-dcc3f1,10-10-2024,features,0.,FALSE,FALSE,FALSE,switched to competitor
C-a1253e,A-462d45,17-05-2024,competitor,0.,FALSE,FALSE,FALSE,missing features
C-1e4b49,A-e5d6ab,24-04-2023,features,0.,FALSE,FALSE,FALSE,switched to competitor
C-354790,A-37f969,12-02-2024,pricing,0.,FALSE,FALSE,FALSE,missing features
C-b5bb09,A-0a62f5,27-09-2024,pricing,90.9,FALSE,FALSE,FALSE,switched to competitor
C-eb8f3d,A-0be015,13-12-2024,unknown,74.68,FALSE,FALSE,FALSE,too expensive
C-76793b,A-e888d1,24-09-2023,support,0.,FALSE,FALSE,FALSE,missing features
C-033d73,A-ffc04f,03-08-2024,unknown,0.,FALSE,FALSE,FALSE,
C-2b7d9b,A-180abf,09-03-2024,support,0.,FALSE,TRUE,FALSE,
C-6e6bcf,A-7c6b6b,09-12-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-e26b7f,A-781cc0,09-12-2024,budget,0.,TRUE,FALSE,FALSE,too expensive
C-626a5c,A-e19ff6,18-04-2024,unknown,0.,FALSE,FALSE,FALSE,missing features
C-fd2fe4,A-78f02b,09-12-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-049f10,A-271f46,04-03-2023,support,0.,FALSE,FALSE,FALSE,
C-57871b,A-6a4e2d,19-07-2024,budget,0.,FALSE,FALSE,FALSE,
C-fafb31,A-5a92e7,18-06-2024,features,0.,TRUE,FALSE,FALSE,missing features
C-8a3bc6,A-3b37d9,13-10-2024,support,0.,FALSE,FALSE,FALSE,switched to competitor
C-8f9053,A-c1e51e,09-11-2024,pricing,0.,FALSE,FALSE,FALSE,missing features
C-7690f5,A-4c56c9,05-04-2024,budget,44.23,TRUE,FALSE,FALSE,missing features
C-fb91f8,A-96bbc6,24-06-2024,competitor,0.,TRUE,FALSE,TRUE,
C-02604c,A-9208f0,09-11-2024,features,0.,FALSE,FALSE,TRUE,too expensive
C-85e84b,A-4814a3,25-11-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-df72bb,A-dcc2f0,10-04-2024,features,0.,TRUE,FALSE,FALSE,
C-a41660,A-3cc791,09-10-2024,features,0.,FALSE,FALSE,TRUE,
C-3e764b,A-d792a6,11-09-2023,competitor,0.,FALSE,FALSE,FALSE,too expensive
C-f46a9e,A-6e7827,09-04-2024,features,0.,FALSE,FALSE,FALSE,missing features
C-864f6f,A-e19ff6,08-01-2024,pricing,0.,FALSE,TRUE,FALSE,switched to competitor
C-2cec1c,A-712f1c,24-10-2024,budget,68.99,FALSE,FALSE,FALSE,
C-bc2761,A-68f37c,08-02-2024,competitor,0.,FALSE,FALSE,FALSE,too expensive
C-c82861,A-e351e1,24-10-2024,budget,0.,FALSE,FALSE,FALSE,switched to competitor
C-7e1bbd,A-0a62f5,18-12-2024,budget,0.,TRUE,FALSE,FALSE,switched to competitor
C-6cbc28,A-09316c,05-12-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-13f833,A-4d1e75,05-09-2024,budget,0.,FALSE,FALSE,FALSE,missing features
C-499165,A-8ae3fc,10-08-2024,budget,0.,FALSE,FALSE,FALSE,
C-5d5768,A-bb1eaa,15-08-2024,pricing,0.,FALSE,TRUE,FALSE,too expensive
C-8ab44a,A-c58f49,27-08-2024,competitor,0.,TRUE,TRUE,FALSE,too expensive
C-575802,A-67be94,30-06-2024,competitor,13.72,FALSE,FALSE,FALSE,too expensive
C-b38b8a,A-cdf020,08-12-2023,budget,105.26,FALSE,FALSE,FALSE,too expensive
C-e601dc,A-aa9511,17-10-2023,competitor,0.,FALSE,FALSE,FALSE,
C-bc805f,A-50bb9f,08-09-2024,unknown,0.,FALSE,FALSE,FALSE,too expensive
C-8d2bf5,A-b9eed8,23-04-2024,pricing,0.,TRUE,FALSE,TRUE,switched to competitor
C-ae25d5,A-149a69,04-12-2024,pricing,0.,TRUE,FALSE,FALSE,
C-d20b00,A-4ef964,19-06-2024,budget,0.,TRUE,FALSE,FALSE,too expensive
C-0baa74,A-558c72,28-11-2024,support,43.01,FALSE,FALSE,FALSE,switched to competitor
C-7762fe,A-54ecc2,12-09-2024,unknown,0.,TRUE,FALSE,FALSE,missing features
C-70ab02,A-3b5cd1,21-01-2024,pricing,0.,TRUE,FALSE,FALSE,missing features
C-4c2a9f,A-ff3c73,09-12-2023,competitor,0.,TRUE,FALSE,FALSE,missing features
C-5b6094,A-296d7c,04-11-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-c5e093,A-c16101,13-11-2024,features,0.,FALSE,FALSE,TRUE,too expensive
C-94eebe,A-9779ad,17-04-2024,unknown,0.,TRUE,FALSE,FALSE,switched to competitor
C-65ad11,A-39ddf4,13-12-2024,support,0.,FALSE,FALSE,FALSE,
C-ebc01c,A-bd4513,07-12-2024,features,0.,FALSE,TRUE,FALSE,switched to competitor
C-ae15f4,A-3793ee,16-06-2023,unknown,0.,FALSE,FALSE,FALSE,
C-26576c,A-dbc825,14-01-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-f6fba0,A-f92792,03-11-2024,features,0.,FALSE,FALSE,TRUE,
C-cfa54b,A-eb7c38,22-03-2024,budget,6.26,FALSE,TRUE,FALSE,
C-260dec,A-202b67,14-09-2024,pricing,9.28,FALSE,FALSE,FALSE,
C-947b6b,A-5a3eb9,28-04-2024,pricing,0.,FALSE,FALSE,FALSE,missing features
C-0af764,A-ccabf0,05-05-2024,competitor,0.,TRUE,FALSE,FALSE,too expensive
C-e91da6,A-2d4502,07-05-2024,pricing,0.,TRUE,FALSE,FALSE,
C-2d8e22,A-fce879,07-10-2024,support,0.,FALSE,FALSE,FALSE,switched to competitor
C-47694c,A-0cc442,23-10-2024,budget,59.52,FALSE,FALSE,FALSE,
C-b6549a,A-151c9a,04-11-2023,support,35.6,FALSE,FALSE,FALSE,missing features
C-258ade,A-5f2961,28-11-2024,pricing,6.6,FALSE,FALSE,FALSE,switched to competitor
C-8eda06,A-a865bd,18-03-2024,unknown,0.,FALSE,FALSE,FALSE,
C-07be44,A-751c58,05-11-2024,budget,0.,FALSE,FALSE,TRUE,missing features
C-62daa0,A-b2225d,31-03-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-7d6220,A-2edab2,23-06-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-a65f7c,A-098560,30-05-2024,support,34.35,FALSE,FALSE,FALSE,too expensive
C-02a354,A-ccb686,24-11-2024,competitor,25.92,FALSE,FALSE,FALSE,
C-5f43c3,A-db5e9e,29-12-2024,pricing,0.,FALSE,FALSE,FALSE,missing features
C-36a955,A-96bbc6,04-12-2024,competitor,0.,TRUE,FALSE,FALSE,switched to competitor
C-7074f9,A-dcc3f1,16-07-2024,support,0.,FALSE,FALSE,FALSE,too expensive
C-7befdc,A-9779ad,11-08-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-a72f7f,A-158f4e,05-03-2023,budget,0.,FALSE,FALSE,FALSE,switched to competitor
C-065699,A-c16cf7,07-12-2024,support,0.,FALSE,FALSE,FALSE,too expensive
C-17044c,A-bcf664,04-10-2024,features,75.32,FALSE,FALSE,TRUE,too expensive
C-d716da,A-96bbc6,21-12-2024,budget,125.6,FALSE,FALSE,FALSE,missing features
C-dd2ad2,A-30b4ca,01-09-2024,features,0.,FALSE,FALSE,FALSE,
C-2c410a,A-712426,23-12-2024,features,0.,TRUE,FALSE,TRUE,missing features
C-5f93ed,A-337bc1,16-12-2023,unknown,0.,FALSE,FALSE,FALSE,missing features
C-f79e5e,A-7dacce,18-09-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-c9b84b,A-158f4e,04-12-2024,features,0.,FALSE,FALSE,FALSE,
C-aee993,A-1d5444,01-06-2024,support,0.,FALSE,FALSE,FALSE,too expensive
C-cc8de6,A-526d93,25-09-2024,support,0.,TRUE,FALSE,FALSE,missing features
C-f1773a,A-68f37c,15-05-2024,support,0.,TRUE,FALSE,FALSE,switched to competitor
C-fe3853,A-f51f16,07-12-2024,competitor,0.,TRUE,TRUE,FALSE,too expensive
C-770066,A-84ebe4,05-01-2024,budget,0.,FALSE,FALSE,FALSE,switched to competitor
C-449318,A-5a184f,23-07-2023,features,0.,FALSE,FALSE,FALSE,too expensive
C-e2ecb7,A-e7a1e2,11-12-2024,features,0.,FALSE,FALSE,FALSE,
C-211191,A-781cc0,12-10-2024,support,0.,TRUE,FALSE,FALSE,
C-55f4ec,A-0cc442,20-07-2024,pricing,0.,FALSE,FALSE,FALSE,too expensive
C-695fcd,A-2e4581,23-11-2024,budget,0.,FALSE,FALSE,FALSE,switched to competitor
C-921335,A-659280,23-07-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-9776b7,A-40a557,08-12-2023,budget,0.,FALSE,FALSE,FALSE,switched to competitor
C-b3d895,A-0a62f5,27-12-2024,support,43.6,FALSE,FALSE,FALSE,too expensive
C-1965c1,A-9f9299,08-10-2024,competitor,0.,FALSE,FALSE,FALSE,
C-0ec68d,A-e83938,19-02-2024,features,0.,FALSE,FALSE,FALSE,too expensive
C-08d3b3,A-3f9cc0,21-12-2024,budget,0.,FALSE,FALSE,TRUE,switched to competitor
C-466a70,A-ee42db,23-06-2023,pricing,0.,TRUE,FALSE,FALSE,too expensive
C-02f4fa,A-ae052e,13-11-2024,unknown,0.,FALSE,FALSE,FALSE,too expensive
C-ac34ca,A-ab438f,02-12-2024,budget,0.,TRUE,TRUE,FALSE,
C-92f5cb,A-90a8c8,29-08-2024,support,0.,FALSE,FALSE,FALSE,missing features
C-08b126,A-0cc442,26-09-2024,budget,0.,TRUE,FALSE,TRUE,too expensive
C-9cc7a5,A-8e47ca,18-09-2024,competitor,0.,FALSE,FALSE,FALSE,too expensive
C-c5b2e8,A-c608c8,04-06-2024,support,0.,FALSE,FALSE,FALSE,too expensive
C-be8018,A-684255,03-07-2024,unknown,0.,FALSE,FALSE,FALSE,too expensive
C-23ca8f,A-d77f4c,03-10-2024,unknown,0.,FALSE,TRUE,FALSE,
C-2d0569,A-c7ffc2,11-11-2023,features,174.92,FALSE,FALSE,FALSE,missing features
C-4c523f,A-05d3b3,12-03-2024,unknown,0.,FALSE,FALSE,FALSE,switched to competitor
C-57a768,A-702032,18-04-2024,features,10.5,FALSE,FALSE,FALSE,switched to competitor
C-573a5c,A-dec005,23-11-2024,support,0.,FALSE,FALSE,FALSE,missing features
C-b7dfcd,A-726cfa,08-08-2024,support,122.11,FALSE,FALSE,FALSE,too expensive
C-8c9a9a,A-9f0b68,10-08-2024,features,0.,TRUE,FALSE,FALSE,too expensive
C-2ce12e,A-712426,26-11-2024,pricing,0.,FALSE,FALSE,TRUE,
C-18b303,A-7641d3,07-06-2024,unknown,96.35,FALSE,FALSE,FALSE,missing features
C-b6bc5f,A-bb1486,23-11-2024,competitor,0.,FALSE,TRUE,TRUE,switched to competitor
C-8cce4c,A-fa3095,23-12-2023,support,0.,FALSE,FALSE,FALSE,missing features
C-8fcdf5,A-310452,27-12-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-ddade1,A-463db0,30-12-2024,features,0.,FALSE,FALSE,TRUE,
C-5689de,A-00bed1,03-01-2024,unknown,21.17,FALSE,FALSE,FALSE,
C-2f61e8,A-ad3abd,12-07-2023,competitor,0.,FALSE,FALSE,FALSE,
C-4dc992,A-39b19f,11-03-2023,unknown,0.,FALSE,FALSE,FALSE,
C-17fb24,A-cc1d8d,19-12-2024,unknown,217.22,FALSE,FALSE,FALSE,too expensive
C-21efb6,A-fa2041,13-07-2024,competitor,0.,FALSE,FALSE,FALSE,switched to competitor
C-486194,A-2ebb4b,29-12-2024,features,0.,TRUE,FALSE,TRUE,missing features
C-3091b6,A-eb1312,03-10-2024,unknown,0.,FALSE,FALSE,FALSE,
C-b37401,A-dfbd31,19-12-2024,unknown,0.,FALSE,FALSE,FALSE,too expensive
C-c93006,A-4e0e85,16-11-2023,competitor,0.,FALSE,TRUE,FALSE,too expensive
C-cea92d,A-2e4581,05-12-2024,competitor,0.,TRUE,FALSE,FALSE,
C-f7846a,A-117171,13-10-2024,budget,0.,FALSE,FALSE,FALSE,switched to competitor
C-f5a863,A-e7a1e2,30-09-2024,budget,6.2,FALSE,FALSE,TRUE,
C-056c32,A-1e6fc3,20-03-2024,pricing,0.,FALSE,FALSE,FALSE,switched to competitor
C-75abb3,A-ac9111,25-06-2024,budget,0.,TRUE,FALSE,FALSE,missing features
C-17377e,A-ee42db,07-03-2024,pricing,0.,FALSE,FALSE,FALSE,missing features
C-d84a6d,A-a45270,12-11-2024,pricing,0.,FALSE,FALSE,FALSE,missing features
C-66b3fa,A-378b99,12-10-2024,pricing,0.,FALSE,FALSE,FALSE,switched to competitor
C-600a7c,A-9ee962,03-10-2024,support,0.,FALSE,TRUE,FALSE,
C-7aa94d,A-038089,25-12-2024,features,19.34,FALSE,FALSE,FALSE,too expensive
C-c6a403,A-684255,04-05-2024,budget,0.,FALSE,FALSE,TRUE,missing features
C-d3e2ab,A-f1f639,18-10-2023,competitor,0.,FALSE,FALSE,TRUE,missing features
C-b3c3ce,A-9f2731,15-10-2024,features,0.,FALSE,FALSE,FALSE,
C-d7de9d,A-8b0451,29-12-2024,budget,0.,FALSE,FALSE,FALSE,too expensive
C-2447b3,A-c45b23,24-03-2024,support,0.,FALSE,FALSE,TRUE,missing features
C-155feb,A-82861f,17-05-2024,support,0.,FALSE,FALSE,FALSE,
C-5f450a,A-c1e51e,20-12-2024,support,0.,FALSE,FALSE,FALSE,switched to competitor
C-721738,A-d42431,26-06-2024,pricing,0.,FALSE,FALSE,FALSE,missing features
C-33fc6a,A-c16101,19-12-2024,features,0.,FALSE,TRUE,FALSE,
C-4691eb,A-7c83a1,19-05-2024,unknown,0.,TRUE,FALSE,FALSE,
C-2cec7e,A-ce550d,28-12-2024,budget,0.,TRUE,FALSE,FALSE,too expensive
